读者ID,ISBN,品类,年龄区间,性别,单次购买力区间,复购,购买日期
R19290,9780122691669,文学,46-55,男,50-100,0,2025-10-01
R99192,9780122691669,文学,55+,女,50-100,1,2025-10-01
R43610,9780122691669,文学,36-45,男,50-100,0,2025-10-01
R95674,9780122691669,文学,26-35,女,50-100,1,2025-10-01
R48408,9781845146270,文学,18-25,男,50-100,1,2025-10-01
R84381,9781845146270,文学,26-35,男,50-100,0,2025-10-01
R82788,9781845146270,文学,26-35,女,50-100,0,2025-10-01
R43697,9781489325288,社科,26-35,男,50-100,0,2025-10-01
R25147,9781489325288,社科,36-45,女,50-100,0,2025-10-01
R91842,9781489325288,社科,26-35,男,50-100,0,2025-10-01
R28514,9781489325288,社科,36-45,女,50-100,0,2025-10-01
R50744,9781489325288,社科,36-45,男,50-100,0,2025-10-01
R15951,9781543039117,社科,18-25,女,50-100,1,2025-10-01
R97030,9781543039117,社科,36-45,女,50-100,0,2025-10-01
R34009,9781543039117,社科,18-25,男,50-100,1,2025-10-01
R67389,9787824896383,社科,36-45,女,50-100,0,2025-10-01
R41713,9787824896383,社科,26-35,男,50-100,0,2025-10-01
R65138,9787824896383,社科,36-45,男,50-100,0,2025-10-01
R15101,9788713315098,社科,46-55,男,20-50,0,2025-10-01
R87107,9788713315098,社科,36-45,女,20-50,0,2025-10-01
R42947,9788713315098,社科,36-45,男,20-50,0,2025-10-01
R75979,9788713315098,社科,46-55,男,20-50,1,2025-10-01
R60151,9780310518347,社科,36-45,男,20-50,0,2025-10-01
R92656,9780310518347,社科,36-45,男,20-50,0,2025-10-01
R53777,9787631165667,社科,55+,男,50-100,1,2025-10-01
R46267,9787631165667,社科,36-45,女,50-100,0,2025-10-01
R68849,9787631165667,社科,18-25,女,50-100,0,2025-10-01
R36999,9786513338726,社科,26-35,男,20-50,0,2025-10-01
R11275,9786513338726,社科,26-35,女,20-50,0,2025-10-01
R24043,9781781080132,社科,18-25,女,20-50,1,2025-10-01
R50563,9781781080132,社科,36-45,女,20-50,0,2025-10-01
R88654,9781781080132,社科,18-25,女,20-50,1,2025-10-01
R76520,9786026064746,社科,36-45,女,50-100,0,2025-10-01
R12503,9786026064746,社科,18-25,男,50-100,1,2025-10-01
R68351,9786026064746,社科,26-35,男,50-100,0,2025-10-01
R33219,9786026064746,社科,26-35,男,50-100,1,2025-10-01
R45133,9784309805009,社科,18-25,女,50-100,0,2025-10-01
R33216,9784309805009,社科,36-45,女,50-100,0,2025-10-01
R97406,9784309805009,社科,26-35,男,50-100,1,2025-10-01
R56837,9788121913619,科技,26-35,男,50-100,0,2025-10-01
R30697,9788121913619,科技,36-45,男,50-100,0,2025-10-01
R16655,9788121913619,科技,18-25,男,50-100,1,2025-10-01
R38127,9788121913619,科技,26-35,男,50-100,0,2025-10-01
R55485,9788121913619,科技,26-35,男,50-100,0,2025-10-01
R54536,9789985435346,科技,26-35,男,50-100,1,2025-10-01
R74528,9789985435346,科技,55+,女,50-100,1,2025-10-01
R35069,9789985435346,科技,26-35,男,50-100,0,2025-10-01
R82187,9789985435346,科技,36-45,女,50-100,1,2025-10-01
R87317,9789985435346,科技,36-45,男,50-100,0,2025-10-01
R16310,9781079911838,科技,55+,男,50-100,1,2025-10-01
R36642,9783542784980,科技,36-45,女,50-100,0,2025-10-01
R14119,9782411824493,科技,18-25,女,50-100,0,2025-10-01
R76385,9782411824493,科技,26-35,女,50-100,0,2025-10-01
R49307,9787401640052,科技,18-25,女,50-100,0,2025-10-01
R39016,9787401640052,科技,18-25,男,50-100,0,2025-10-01
R90658,9787401640052,科技,26-35,男,50-100,0,2025-10-01
R81492,9787401640052,科技,36-45,男,50-100,0,2025-10-01
R41933,9787401640052,科技,26-35,男,50-100,0,2025-10-01
R60845,9787868011280,科技,46-55,男,50-100,1,2025-10-01
R73818,9787868011280,科技,18-25,男,50-100,0,2025-10-01
R94426,9787868011280,科技,18-25,男,50-100,1,2025-10-01
R67571,9780450533158,科技,36-45,男,50-100,0,2025-10-01
R41671,9780450533158,科技,18-25,男,50-100,0,2025-10-01
R99157,9780450533158,科技,18-25,女,50-100,1,2025-10-01
R38548,9780450533158,科技,18-25,男,50-100,0,2025-10-01
R39494,9783226025634,科技,26-35,女,50-100,1,2025-10-01
R70093,9783226025634,科技,18-25,男,50-100,0,2025-10-01
R30601,9783226025634,科技,18-25,男,50-100,1,2025-10-01
R19552,9780733754330,科技,26-35,男,50-100,0,2025-10-01
R34070,9781458685014,少儿,46-55,女,20-50,1,2025-10-01
R43393,9781458685014,少儿,26-35,女,20-50,1,2025-10-01
R34480,9781458685014,少儿,26-35,女,20-50,0,2025-10-01
R29588,9781458685014,少儿,26-35,男,20-50,1,2025-10-01
R11996,9789655698169,少儿,26-35,男,20-50,0,2025-10-01
R98705,9788835615951,少儿,36-45,女,20-50,1,2025-10-01
R93519,9788835615951,少儿,36-45,男,20-50,0,2025-10-01
R64264,9788835615951,少儿,26-35,女,20-50,0,2025-10-01
R29853,9788835615951,少儿,36-45,女,20-50,0,2025-10-01
R27836,9786564823662,少儿,46-55,女,20-50,0,2025-10-01
R98911,9786564823662,少儿,55+,女,20-50,0,2025-10-01
R82939,9780443699577,少儿,26-35,女,20-50,0,2025-10-01
R52372,9780443699577,少儿,36-45,女,20-50,0,2025-10-01
R21498,9780443699577,少儿,36-45,女,20-50,1,2025-10-01
R65508,9780443699577,少儿,26-35,女,20-50,0,2025-10-01
R40270,9780443699577,少儿,36-45,男,20-50,0,2025-10-01
R69975,9782148951343,少儿,46-55,女,20-50,0,2025-10-01
R20189,9782148951343,少儿,36-45,女,20-50,1,2025-10-01
R10143,9783791769367,少儿,26-35,女,20-50,0,2025-10-01
R55121,9783791769367,少儿,26-35,女,20-50,0,2025-10-01
R32052,9781632870831,少儿,36-45,女,20-50,1,2025-10-01
R96540,9781632870831,少儿,26-35,男,20-50,1,2025-10-01
R78738,9781632870831,少儿,26-35,男,20-50,0,2025-10-01
R74072,9781632870831,少儿,26-35,女,20-50,0,2025-10-01
R75946,9787986872774,少儿,26-35,男,20-50,0,2025-10-01
R87141,9783471434558,少儿,36-45,女,20-50,0,2025-10-01
R31951,9782316658760,教辅,18-25,女,20-50,0,2025-10-01
R82877,9782316658760,教辅,18-25,男,20-50,0,2025-10-01
R54521,9782316658760,教辅,46-55,女,20-50,0,2025-10-01
R89150,9782316658760,教辅,26-35,男,20-50,0,2025-10-01
R76652,9789096705466,教辅,26-35,男,20-50,0,2025-10-01
R32593,9789096705466,教辅,26-35,女,20-50,0,2025-10-01
R77359,9784670656272,教辅,36-45,女,50-100,1,2025-10-01
R33282,9789016272046,教辅,18-25,女,20-50,0,2025-10-01
R27730,9786464170805,教辅,18-25,女,20-50,0,2025-10-01
R43025,9786464170805,教辅,18-25,女,20-50,1,2025-10-01
R78799,9780330923271,教辅,46-55,男,20-50,0,2025-10-01
R57173,9780330923271,教辅,26-35,男,20-50,0,2025-10-01
R26722,9784529912419,教辅,18-25,女,20-50,1,2025-10-01
R38707,9783193149190,教辅,36-45,女,20-50,0,2025-10-01
R67528,9783193149190,教辅,26-35,男,20-50,0,2025-10-01
R41942,9788506716572,教辅,26-35,男,20-50,1,2025-10-01
R53970,9786945314737,教辅,26-35,女,20-50,0,2025-10-01
R61887,9786945314737,教辅,36-45,女,20-50,1,2025-10-01
R17528,9786945314737,教辅,36-45,男,20-50,1,2025-10-01
R40252,9786945314737,教辅,18-25,男,20-50,0,2025-10-01
R22576,9781043321819,文学,18-25,女,20-50,0,2025-11-01
R19311,9781043321819,文学,26-35,女,20-50,0,2025-11-01
R88409,9781043321819,文学,46-55,男,20-50,1,2025-11-01
R99887,9781043321819,文学,26-35,女,20-50,0,2025-11-01
R49129,9781043321819,文学,36-45,女,20-50,0,2025-11-01
R38595,9783890838637,文学,36-45,女,50-100,1,2025-11-01
R44559,9783890838637,文学,46-55,男,50-100,1,2025-11-01
R80937,9783890838637,文学,36-45,女,50-100,0,2025-11-01
R60737,9783890838637,文学,18-25,女,50-100,0,2025-11-01
R20637,9783890838637,文学,26-35,女,50-100,0,2025-11-01
R75678,9786542351161,文学,26-35,男,20-50,1,2025-11-01
R61544,9780781618495,文学,46-55,男,50-100,0,2025-11-01
R15318,9780781618495,文学,55+,女,50-100,0,2025-11-01
R30050,9780781618495,文学,26-35,男,50-100,1,2025-11-01
R61605,9780781618495,文学,18-25,男,50-100,0,2025-11-01
R49387,9783413164752,文学,36-45,男,20-50,0,2025-11-01
R66555,9783413164752,文学,26-35,女,20-50,0,2025-11-01
R50130,9783413164752,文学,18-25,男,20-50,0,2025-11-01
R11118,9781928327648,文学,36-45,男,20-50,0,2025-11-01
R31925,9781928327648,文学,36-45,女,20-50,0,2025-11-01
R32143,9781928327648,文学,26-35,女,20-50,0,2025-11-01
R43518,9780564139537,文学,26-35,男,20-50,1,2025-11-01
R28015,9780564139537,文学,36-45,男,20-50,0,2025-11-01
R23292,9782388496965,文学,26-35,女,20-50,0,2025-11-01
R93392,9782388496965,文学,26-35,女,20-50,0,2025-11-01
R90963,9780122691669,文学,36-45,女,50-100,1,2025-11-01
R63420,9780122691669,文学,26-35,女,50-100,1,2025-11-01
R50781,9780122691669,文学,26-35,女,50-100,0,2025-11-01
R96247,9780122691669,文学,36-45,女,50-100,0,2025-11-01
R44559,9780122691669,文学,18-25,女,50-100,1,2025-11-01
R70415,9781845146270,文学,18-25,女,50-100,0,2025-11-01
R57924,9781845146270,文学,55+,男,50-100,0,2025-11-01
R40913,9781845146270,文学,36-45,女,50-100,1,2025-11-01
R41573,9781489325288,社科,18-25,女,50-100,1,2025-11-01
R75471,9781543039117,社科,36-45,男,50-100,0,2025-11-01
R45006,9781543039117,社科,36-45,女,50-100,0,2025-11-01
R61171,9781543039117,社科,36-45,女,50-100,0,2025-11-01
R45201,9781543039117,社科,26-35,女,50-100,0,2025-11-01
R62609,9781543039117,社科,46-55,男,50-100,0,2025-11-01
R36131,9787824896383,社科,26-35,男,50-100,0,2025-11-01
R58590,9787824896383,社科,36-45,女,50-100,0,2025-11-01
R45501,9787824896383,社科,36-45,男,50-100,0,2025-11-01
R66479,9788713315098,社科,18-25,女,50-100,0,2025-11-01
R58488,9780310518347,社科,55+,男,20-50,1,2025-11-01
R11038,9780310518347,社科,55+,男,20-50,0,2025-11-01
R91045,9780310518347,社科,26-35,男,20-50,0,2025-11-01
R62310,9787631165667,社科,36-45,女,50-100,0,2025-11-01
R58655,9787631165667,社科,26-35,女,50-100,0,2025-11-01
R11775,9786513338726,社科,36-45,女,20-50,0,2025-11-01
R27918,9786513338726,社科,46-55,男,20-50,0,2025-11-01
R26061,9781781080132,社科,26-35,女,50-100,0,2025-11-01
R97516,9781781080132,社科,55+,女,50-100,0,2025-11-01
R86483,9781781080132,社科,18-25,女,50-100,1,2025-11-01
R30632,9781781080132,社科,26-35,女,50-100,0,2025-11-01
R37982,9786026064746,社科,36-45,女,50-100,0,2025-11-01
R84261,9786026064746,社科,26-35,男,50-100,0,2025-11-01
R70017,9786026064746,社科,46-55,女,50-100,0,2025-11-01
R74970,9784309805009,社科,18-25,女,50-100,0,2025-11-01
R20407,9788121913619,科技,26-35,男,50-100,0,2025-11-01
R46811,9789985435346,科技,18-25,女,50-100,1,2025-11-01
R96237,9789985435346,科技,26-35,男,50-100,1,2025-11-01
R66747,9789985435346,科技,18-25,男,50-100,0,2025-11-01
R70378,9789985435346,科技,18-25,男,50-100,1,2025-11-01
R95260,9789985435346,科技,26-35,女,50-100,0,2025-11-01
R94948,9781079911838,科技,26-35,男,50-100,0,2025-11-01
R79341,9781079911838,科技,26-35,女,50-100,0,2025-11-01
R70660,9783542784980,科技,36-45,女,50-100,0,2025-11-01
R62468,9783542784980,科技,26-35,女,50-100,0,2025-11-01
R35556,9783542784980,科技,18-25,男,50-100,0,2025-11-01
R18119,9783542784980,科技,26-35,女,50-100,0,2025-11-01
R80386,9782411824493,科技,18-25,男,50-100,1,2025-11-01
R58167,9782411824493,科技,26-35,男,50-100,1,2025-11-01
R15980,9782411824493,科技,26-35,女,50-100,1,2025-11-01
R73418,9782411824493,科技,46-55,男,50-100,0,2025-11-01
R51915,9787401640052,科技,26-35,男,50-100,0,2025-11-01
R35541,9787401640052,科技,26-35,男,50-100,1,2025-11-01
R26176,9787868011280,科技,18-25,男,50-100,0,2025-11-01
R62166,9787868011280,科技,46-55,男,50-100,0,2025-11-01
R21382,9787868011280,科技,36-45,女,50-100,0,2025-11-01
R14598,9787868011280,科技,26-35,女,50-100,1,2025-11-01
R91583,9787868011280,科技,46-55,男,50-100,1,2025-11-01
R88765,9780450533158,科技,18-25,女,50-100,0,2025-11-01
R26753,9783226025634,科技,36-45,女,50-100,0,2025-11-01
R56169,9783226025634,科技,26-35,女,50-100,0,2025-11-01
R99507,9783226025634,科技,36-45,女,50-100,1,2025-11-01
R39732,9780733754330,科技,26-35,女,50-100,0,2025-11-01
R78447,9780733754330,科技,26-35,男,50-100,0,2025-11-01
R47660,9780733754330,科技,26-35,男,50-100,0,2025-11-01
R39105,9780733754330,科技,36-45,男,50-100,0,2025-11-01
R76489,9781458685014,少儿,26-35,男,20-50,0,2025-11-01
R82250,9789655698169,少儿,36-45,男,20-50,0,2025-11-01
R25832,9788835615951,少儿,26-35,男,20-50,0,2025-11-01
R36201,9788835615951,少儿,26-35,男,20-50,0,2025-11-01
R74407,9788835615951,少儿,36-45,女,20-50,1,2025-11-01
R56428,9788835615951,少儿,26-35,男,20-50,0,2025-11-01
R98836,9786564823662,少儿,26-35,女,20-50,0,2025-11-01
R21749,9786564823662,少儿,26-35,女,20-50,0,2025-11-01
R92610,9786564823662,少儿,26-35,男,20-50,0,2025-11-01
R44359,9786564823662,少儿,26-35,男,20-50,0,2025-11-01
R62761,9786564823662,少儿,26-35,女,20-50,0,2025-11-01
R38402,9780443699577,少儿,26-35,女,20-50,0,2025-11-01
R28564,9780443699577,少儿,26-35,女,20-50,0,2025-11-01
R89616,9782148951343,少儿,36-45,女,50-100,1,2025-11-01
R30222,9783791769367,少儿,26-35,女,20-50,0,2025-11-01
R99827,9783791769367,少儿,26-35,男,20-50,0,2025-11-01
R56365,9783791769367,少儿,26-35,女,20-50,0,2025-11-01
R90993,9783791769367,少儿,26-35,女,20-50,0,2025-11-01
R58705,9783791769367,少儿,36-45,女,20-50,0,2025-11-01
R42065,9781632870831,少儿,36-45,男,20-50,1,2025-11-01
R79674,9781632870831,少儿,36-45,男,20-50,1,2025-11-01
R74458,9781632870831,少儿,46-55,女,20-50,1,2025-11-01
R10827,9781632870831,少儿,46-55,男,20-50,0,2025-11-01
R52461,9787986872774,少儿,26-35,男,50-100,1,2025-11-01
R19402,9787986872774,少儿,18-25,男,50-100,1,2025-11-01
R62598,9787986872774,少儿,36-45,男,50-100,0,2025-11-01
R47594,9787986872774,少儿,26-35,女,50-100,0,2025-11-01
R72066,9787986872774,少儿,26-35,男,50-100,0,2025-11-01
R15902,9783471434558,少儿,26-35,男,20-50,0,2025-11-01
R19531,9783471434558,少儿,26-35,女,20-50,0,2025-11-01
R96466,9783471434558,少儿,36-45,女,20-50,1,2025-11-01
R45083,9783471434558,少儿,26-35,女,20-50,1,2025-11-01
R12216,9782316658760,教辅,26-35,男,20-50,0,2025-11-01
R85527,9782316658760,教辅,18-25,男,20-50,0,2025-11-01
R37724,9782316658760,教辅,36-45,男,20-50,0,2025-11-01
R17890,9789096705466,教辅,26-35,男,50-100,0,2025-11-01
R27968,9789096705466,教辅,36-45,女,50-100,1,2025-11-01
R91625,9784670656272,教辅,18-25,男,50-100,0,2025-11-01
R29617,9789016272046,教辅,26-35,女,20-50,1,2025-11-01
R91304,9786464170805,教辅,26-35,男,20-50,0,2025-11-01
R94838,9786464170805,教辅,26-35,男,20-50,0,2025-11-01
R78579,9786464170805,教辅,18-25,女,20-50,0,2025-11-01
R65884,9786464170805,教辅,26-35,女,20-50,0,2025-11-01
R27282,9780330923271,教辅,18-25,女,50-100,0,2025-11-01
R13711,9780330923271,教辅,26-35,女,50-100,0,2025-11-01
R56191,9784529912419,教辅,18-25,男,20-50,1,2025-11-01
R37263,9784529912419,教辅,26-35,男,20-50,0,2025-11-01
R50470,9784529912419,教辅,26-35,男,20-50,1,2025-11-01
R92570,9784529912419,教辅,18-25,男,20-50,0,2025-11-01
R98095,9783193149190,教辅,18-25,男,20-50,0,2025-11-01
R53892,9783193149190,教辅,26-35,女,20-50,1,2025-11-01
R15987,9783193149190,教辅,46-55,女,20-50,1,2025-11-01
R56133,9783193149190,教辅,46-55,女,20-50,0,2025-11-01
R73738,9783193149190,教辅,26-35,男,20-50,0,2025-11-01
R47236,9788506716572,教辅,18-25,女,50-100,0,2025-11-01
R10156,9788506716572,教辅,18-25,女,50-100,1,2025-11-01
R70852,9788506716572,教辅,18-25,女,50-100,1,2025-11-01
R97212,9788506716572,教辅,18-25,男,50-100,0,2025-11-01
R69000,9786945314737,教辅,18-25,男,50-100,0,2025-11-01
R21668,9786945314737,教辅,18-25,女,50-100,0,2025-11-01
R55555,9786945314737,教辅,18-25,女,50-100,0,2025-11-01
R43676,9786945314737,教辅,18-25,女,50-100,0,2025-11-01
R63307,9786945314737,教辅,18-25,男,50-100,1,2025-11-01
R87183,9781043321819,文学,26-35,女,50-100,0,2025-11-01
R67852,9783890838637,文学,36-45,女,50-100,1,2025-11-01
R84112,9783890838637,文学,36-45,男,50-100,0,2025-11-01
R59827,9783890838637,文学,36-45,女,50-100,1,2025-11-01
R58622,9783890838637,文学,36-45,男,50-100,0,2025-11-01
R31169,9786542351161,文学,26-35,女,50-100,0,2025-11-01
R20271,9780781618495,文学,18-25,女,50-100,0,2025-11-01
R78749,9780781618495,文学,18-25,女,50-100,0,2025-11-01
R46922,9783413164752,文学,26-35,男,50-100,0,2025-11-01
R49129,9783413164752,文学,55+,女,50-100,0,2025-11-01
R48293,9783413164752,文学,26-35,男,50-100,0,2025-11-01
R90214,9781928327648,文学,18-25,女,20-50,1,2025-11-01
R89099,9781928327648,文学,26-35,女,20-50,0,2025-11-01
R41779,9781928327648,文学,55+,女,20-50,0,2025-11-01
R47367,9780564139537,文学,46-55,女,50-100,1,2025-11-01
R63728,9780564139537,文学,26-35,女,50-100,0,2025-11-01
R98607,9780564139537,文学,26-35,女,50-100,0,2025-11-01
R32457,9780564139537,文学,26-35,男,50-100,1,2025-11-01
R89356,9782388496965,文学,36-45,女,20-50,0,2025-11-01
R38642,9782388496965,文学,55+,男,20-50,0,2025-11-01
R23580,9780122691669,文学,26-35,女,50-100,0,2025-11-01
R84843,9780122691669,文学,36-45,女,50-100,0,2025-11-01
R15682,9781845146270,文学,36-45,女,50-100,0,2025-11-01
R77970,9781845146270,文学,18-25,女,50-100,0,2025-11-01
R64106,9781845146270,文学,55+,男,50-100,0,2025-11-01
R86756,9781845146270,文学,18-25,女,50-100,1,2025-11-01
R49553,9781489325288,社科,18-25,女,50-100,0,2025-11-01
R29448,9781543039117,社科,18-25,女,50-100,0,2025-11-01
R56631,9787824896383,社科,26-35,男,50-100,1,2025-11-01
R36743,9787824896383,社科,36-45,女,50-100,0,2025-11-01
R87975,9788713315098,社科,26-35,女,50-100,0,2025-11-01
R54221,9788713315098,社科,26-35,男,50-100,0,2025-11-01
R10303,9788713315098,社科,36-45,男,50-100,0,2025-11-01
R20339,9788713315098,社科,55+,男,50-100,0,2025-11-01
R19015,9788713315098,社科,18-25,男,50-100,0,2025-11-01
R61976,9780310518347,社科,36-45,男,50-100,0,2025-11-01
R39205,9780310518347,社科,18-25,男,50-100,0,2025-11-01
R16299,9780310518347,社科,46-55,男,50-100,0,2025-11-01
R30653,9787631165667,社科,18-25,女,50-100,0,2025-11-01
R14389,9787631165667,社科,26-35,女,50-100,0,2025-11-01
R69967,9787631165667,社科,18-25,男,50-100,0,2025-11-01
R37251,9787631165667,社科,26-35,男,50-100,0,2025-11-01
R64484,9786513338726,社科,36-45,女,50-100,0,2025-11-01
R96249,9786513338726,社科,36-45,男,50-100,0,2025-11-01
R13672,9786513338726,社科,36-45,男,50-100,1,2025-11-01
R95344,9786513338726,社科,46-55,男,50-100,0,2025-11-01
R28463,9786513338726,社科,18-25,女,50-100,0,2025-11-01
R94755,9781781080132,社科,46-55,女,50-100,0,2025-11-01
R34683,9786026064746,社科,18-25,男,50-100,0,2025-11-01
R51751,9786026064746,社科,36-45,女,50-100,1,2025-11-01
R58052,9786026064746,社科,36-45,女,50-100,0,2025-11-01
R33746,9784309805009,社科,18-25,女,50-100,0,2025-11-01
R30903,9784309805009,社科,26-35,女,50-100,1,2025-11-01
R30095,9784309805009,社科,36-45,女,50-100,0,2025-11-01
R62595,9788121913619,科技,26-35,男,50-100,0,2025-11-01
R36792,9788121913619,科技,26-35,男,50-100,0,2025-11-01
R38765,9788121913619,科技,18-25,男,50-100,1,2025-11-01
R97861,9789985435346,科技,18-25,男,50-100,0,2025-11-01
R67349,9781079911838,科技,26-35,男,50-100,0,2025-11-01
R51312,9783542784980,科技,26-35,男,50-100,1,2025-11-01
R32748,9783542784980,科技,18-25,女,50-100,1,2025-11-01
R17346,9783542784980,科技,18-25,女,50-100,1,2025-11-01
R43857,9782411824493,科技,18-25,女,50-100,0,2025-11-01
R13806,9782411824493,科技,18-25,女,50-100,1,2025-11-01
R27276,9782411824493,科技,36-45,男,50-100,1,2025-11-01
R70090,9782411824493,科技,36-45,男,50-100,1,2025-11-01
R86221,9782411824493,科技,36-45,男,50-100,0,2025-11-01
R31418,9787401640052,科技,26-35,男,50-100,0,2025-11-01
R16831,9787401640052,科技,36-45,男,50-100,0,2025-11-01
R96580,9787868011280,科技,26-35,男,50-100,0,2025-11-01
R23315,9787868011280,科技,18-25,男,50-100,0,2025-11-01
R93369,9787868011280,科技,46-55,男,50-100,0,2025-11-01
R88737,9780450533158,科技,26-35,男,100+,0,2025-11-01
R44564,9780450533158,科技,46-55,男,100+,1,2025-11-01
R80991,9780450533158,科技,26-35,男,100+,1,2025-11-01
R67764,9780450533158,科技,26-35,男,100+,1,2025-11-01
R92434,9780450533158,科技,36-45,男,100+,1,2025-11-01
R88485,9783226025634,科技,18-25,男,50-100,1,2025-11-01
R54989,9783226025634,科技,18-25,男,50-100,0,2025-11-01
R46929,9783226025634,科技,36-45,男,50-100,0,2025-11-01
R42650,9780733754330,科技,26-35,男,50-100,0,2025-11-01
R20001,9780733754330,科技,36-45,男,50-100,0,2025-11-01
R21080,9780733754330,科技,26-35,女,50-100,1,2025-11-01
R79588,9780733754330,科技,18-25,男,50-100,0,2025-11-01
R64516,9781458685014,少儿,26-35,男,20-50,0,2025-11-01
R16553,9781458685014,少儿,36-45,男,20-50,0,2025-11-01
